Granja,FechaFin,Gen,Talla,Biomasa,Num
Cervo Sole,2024-11-30,24 1SG,f.500 - 600,2776.0451171421446,4801.0
Cervo Sole,2024-11-30,24 1SG,f.500 - 600,1345.9700199490514,2400.0
Cervo Sole,2024-11-30,24 1SG,d.300 - 400,2419.198724097072,6309.0
Tocha Sole,2024-11-30,24 2SG,d.300 - 400,2636.022765896092,7846.0
Couso i+d,2024-11-30,24 2SG,d.300 - 400,4.816681483150075,16.0
Anglet_P,2024-11-30,24 2SG,d.300 - 400,2048.9010600839274,6771.0
Couso i+d,2024-11-30,24 2SG,c.200 - 300,4.829159932588287,18.0
Anglet_P,2024-11-30,24 2SG,d.300 - 400,450.97723648945,1489.0
Tocha Sole,2024-11-30,24 2SG,d.300 - 400,1930.934689040108,4883.0
Hafnir_P,2024-11-30,24 3SG,b.100 - 200,888.5279289530713,8103.0
Hafnir_P,2024-11-30,24 2SG,c.200 - 300,999.8026612355102,3455.0
Cervo Sole,2024-11-30,24 2SG,c.200 - 300,499.8318311780296,2300.0
Cervo Sole,2024-11-30,24 2SG,d.300 - 400,80.70084577320044,209.0
Tocha Sole,2024-11-30,24 2SG,e.400 - 500,1105.170439973564,2616.0
Tocha Sole,2024-11-30,24 2SG,e.400 - 500,4073.3467984958975,9260.0
Couso i+d,2024-11-30,24 2SG,e.400 - 500,4.870979718207676,12.0
Couso i+d,2024-11-30,24 2SG,g.600 - 800,99.77265778008062,160.0
Hafnir_P,2024-11-30,24 3SG,b.100 - 200,111.42507816110512,608.0
Couso i+d,2024-11-30,24 4SG,b.100 - 200,4.907020089859372,36.0
Couso i+d,2024-11-30,24 1SG,g.600 - 800,946.3307465253488,1398.0
Tocha Sole,2024-11-30,24 1SG,e.400 - 500,1708.3505248545189,3700.0
Couso i+d,2024-11-30,24 1SG,g.600 - 800,0.6645452074852278,1.0
Anglet_P,2024-12-31,23 6SG,g.600 - 800,667.2424973230179,1081.0
Anglet_P,2024-12-31,23 6SG,g.600 - 800,2860.8603947941906,4472.0
Anglet_P,2024-12-31,23 6SG,g.600 - 800,3160.4274360763648,4422.0
Anglet_P,2024-12-31,23 6SG,g.600 - 800,1811.211725226295,2878.0
Hafnir_P,2024-12-31,23 6SG,g.600 - 800,4984.424011372625,7475.0
Hafnir_P,2024-12-31,23 6SG,g.600 - 800,782.6150537283489,1230.0
Hafnir_P,2024-12-31,23 6SG,g.600 - 800,5851.924704784226,7531.0
Hafnir_P,2024-12-31,23 6SG,g.600 - 800,1880.6511596703392,2612.0
Tocha Sole,2024-12-31,24 4SG,b.100 - 200,4.889807896114895,34.0
Tocha Sole,2024-12-31,23 6SG,h.800 - 10000,299.874352443666,295.0
Hafnir_P,2024-12-31,24 1SG,e.400 - 500,4355.298495907266,9841.0
Hafnir_P,2024-12-31,24 1SG,f.500 - 600,4670.243493881605,8309.0
Hafnir_P,2024-12-31,24 1SG,f.500 - 600,1518.2119715016092,2843.0
Couso i+d,2024-12-31,24 4SG,b.100 - 200,4.827024880581077,25.0
Cervo Sole,2024-12-31,24 1SG,g.600 - 800,3975.551554416523,5268.0
Couso i+d,2024-12-31,24 1SG,g.600 - 800,308.2364702341363,403.0
Anglet_P,2024-12-31,24 1SG,f.500 - 600,1766.071958128584,3219.0
Anglet_P,2024-12-31,24 1SG,f.500 - 600,1775.301646987154,3460.0
Anglet_P,2024-12-31,24 1SG,f.500 - 600,1753.2766928617004,3412.0
Anglet_P,2024-12-31,24 1SG,f.500 - 600,970.652740547223,1851.0
Anglet_P,2024-12-31,24 1SG,f.500 - 600,1234.4144405945012,2280.0
Cervo Sole,2024-12-31,24 1SG,h.800 - 10000,999.9640740256248,1163.0
Couso i+d,2024-12-31,24 1SG,f.500 - 600,399.7100076482716,682.0
Hafnir_P,2024-12-31,24 2SG,e.400 - 500,644.693566962483,1339.0
Couso i+d,2024-12-31,24 1SG,g.600 - 800,1171.3652230871762,1560.0
Couso i+d,2024-12-31,24 1SG,g.600 - 800,720.2008873037149,1146.0
Hafnir_P,2024-12-31,24 1SG,f.500 - 600,1811.3673805008148,3293.0
Cervo Sole,2024-12-31,24 1SG,g.600 - 800,5785.767341519315,7758.0
Couso i+d,2024-12-31,24 2SG,d.300 - 400,4.959926006847933,14.0
Cervo Sole,2024-12-31,24 1SG,g.600 - 800,3243.254860898013,5347.0
Tocha Sole,2024-12-31,24 1SG,f.500 - 600,2513.7263241273195,4350.0
Cervo Sole,2024-12-31,24 1SG,g.600 - 800,5677.605962758395,7104.0
Cervo Sole,2024-12-31,24 1SG,f.500 - 600,4729.693545400901,7923.0
Cervo Sole,2024-12-31,24 1SG,f.500 - 600,2759.422458193055,5410.0
Tocha Sole,2024-12-31,24 1SG,d.300 - 400,2625.9758217073218,7026.0
Tocha Sole,2024-12-31,24 1SG,g.600 - 800,848.7904898245154,1305.0
Anglet_P,2024-12-31,24 2SG,d.300 - 400,1761.1537655404006,4912.0
Tocha Sole,2024-12-31,24 2SG,g.600 - 800,4050.684688777953,5929.0
Tocha Sole,2024-12-31,24 2SG,e.400 - 500,1795.4806491772242,3601.0
Anglet_P,2024-12-31,24 2SG,d.300 - 400,738.686658442744,1961.0
Anglet_P,2024-12-31,24 2SG,e.400 - 500,1619.2905716831358,3240.0
Hafnir_P,2024-12-31,24 2SG,d.300 - 400,1499.7204973319356,4383.0
Hafnir_P,2024-12-31,24 2SG,c.200 - 300,942.062508045377,3166.0
Cervo Sole,2024-12-31,24 2SG,c.200 - 300,499.7603809983696,1793.0
Tocha Sole,2024-12-31,24 2SG,c.200 - 300,499.9392500379955,1883.0
Tocha Sole,2024-12-31,24 2SG,e.400 - 500,4066.80782145176,9328.0
Cervo Sole,2024-12-31,24 2SG,g.600 - 800,2317.516345273033,3752.0
Tocha Sole,2024-12-31,24 2SG,d.300 - 400,2373.819184119942,5986.0
Cervo Sole,2024-12-31,24 2SG,e.400 - 500,2999.6793552475024,6057.0
Cervo Sole,2024-12-31,24 2SG,d.300 - 400,1499.9737279542376,3958.0
Cervo Sole,2024-12-31,24 2SG,f.500 - 600,3010.4884297461786,5493.0
