Fecha,Granja,Tanque,Gen,Lote,PesoMedio,Num,Biomasa,Edad,EdadMeses,Talla_100,Talla_500
05 - optima,SSF_Iberia,Optima,Optima,Optima,NA,44444.88889,1.00E+05,Optima,NA,av.2100 - 2200,h.2000 - 2500
05 - optima,SSF_Iberia,Optima,Optima,Optima,NA,34042.29787,80000,Optima,NA,aw.2200 - 2300,h.2000 - 2500
05 - optima,SSF_Iberia,Optima,Optima,Optima,NA,17958.55102,44000,Optima,NA,ax.2300 - 2400,h.2000 - 2500
05 - optima,SSF_Iberia,Optima,Optima,Optima,NA,13724.39216,35000,Optima,NA,ay.2400 - 2500,h.2000 - 2500
05 - optima,SSF_Iberia,Optima,Optima,Optima,NA,15471.98113,41000,Optima,NA,az.2500 - 2600,i.2500 - 3000
05 - optima,SSF_Iberia,Optima,Optima,Optima,NA,8000.090909,22000,Optima,NA,ba.2600 - 2700,i.2500 - 3000
05 - optima,SSF_Iberia,Optima,Optima,Optima,NA,12281.07018,35000,Optima,NA,bb.2700 - 2800,i.2500 - 3000
05 - optima,SSF_Iberia,Optima,Optima,Optima,NA,15932.25424,47000,Optima,NA,bc.2800 - 2900,i.2500 - 3000
05 - optima,SSF_Iberia,Optima,Optima,Optima,NA,15555.1746,49000,Optima,NA,bd.2900 - 3000,i.2500 - 3000
05 - optima,SSF_Iberia,Optima,Optima,Optima,NA,4923.307692,16000,Optima,NA,be.3000 - 3100,j.3000
05 - optima,SSF_Iberia,Optima,Optima,Optima,NA,8656.716417,29000,Optima,NA,bf.3100 - 3200,j.3000
05 - optima,SSF_Iberia,Optima,Optima,Optima,NA,9565.21739,33000,Optima,NA,bg.3200 - 3300,j.3000
05 - optima,SSF_Iberia,Optima,Optima,Optima,NA,11830.98592,42000,Optima,NA,bh.3300 - 3400,j.3000
05 - optima,SSF_Iberia,Optima,Optima,Optima,NA,22465.75342,82000,Optima,NA,bi.3400 - 3500,j.3000
05 - optima,SSF_Iberia,Optima,Optima,Optima,NA,27200,102000,Optima,NA,bj.3500 - 8000,j.3000
11 - optima,SSF_Iberia,Optima,Optima,Optima,NA,3240000,162000,Optima,NA,aa.0 - 100,a.0 - 300
11 - optima,SSF_Iberia,Optima,Optima,Optima,NA,1266668.333,190000,Optima,NA,ab.100 - 200,a.0 - 300
11 - optima,SSF_Iberia,Optima,Optima,Optima,NA,828000,207000,Optima,NA,ac.200 - 300,a.0 - 300
11 - optima,SSF_Iberia,Optima,Optima,Optima,NA,685713.8572,240000,Optima,NA,ad.300 - 400,b.300 - 400
11 - optima,SSF_Iberia,Optima,Optima,Optima,NA,595555.6667,268000,Optima,NA,ae.400 - 500,c.400 - 600
11 - optima,SSF_Iberia,Optima,Optima,Optima,NA,532726.5454,293000,Optima,NA,af.500 - 600,c.400 - 600
11 - optima,SSF_Iberia,Optima,Optima,Optima,NA,478461.5384,311000,Optima,NA,ag.600 - 700,d.600 - 800
11 - optima,SSF_Iberia,Optima,Optima,Optima,NA,464000,348000,Optima,NA,ah.700 - 800,d.600 - 800
11 - optima,SSF_Iberia,Optima,Optima,Optima,NA,402352.7059,342000,Optima,NA,ai.800 - 900,e.800 - 1000
11 - optima,SSF_Iberia,Optima,Optima,Optima,NA,373683.4211,353000,Optima,NA,aj.900 - 1000,e.800 - 1000
11 - optima,SSF_Iberia,Optima,Optima,Optima,NA,360951.7143,373000,Optima,NA,ak.1000 - 1100,f.1000 - 1500
11 - optima,SSF_Iberia,Optima,Optima,Optima,NA,315652.7826,361000,Optima,NA,al.1100 - 1200,f.1000 - 1500
11 - optima,SSF_Iberia,Optima,Optima,Optima,NA,295200,371000,Optima,NA,am.1200 - 1300,f.1000 - 1500
11 - optima,SSF_Iberia,Optima,Optima,Optima,NA,279629.0741,365500,Optima,NA,an.1300 - 1400,f.1000 - 1500
11 - optima,SSF_Iberia,Optima,Optima,Optima,NA,234139,323500,Optima,NA,ao.1400 - 1500,f.1000 - 1500
11 - optima,SSF_Iberia,Optima,Optima,Optima,NA,240967.9355,341500,Optima,NA,ap.1500 - 1600,g.1500 - 2000
11 - optima,SSF_Iberia,Optima,Optima,Optima,NA,222727.3636,347500,Optima,NA,aq.1600 - 1700,g.1500 - 2000
11 - optima,SSF_Iberia,Optima,Optima,Optima,NA,176572.7143,289000,Optima,NA,ar.1700 - 1800,g.1500 - 2000
11 - optima,SSF_Iberia,Optima,Optima,Optima,NA,150269.5135,266000,Optima,NA,as.1800 - 1900,g.1500 - 2000
11 - optima,SSF_Iberia,Optima,Optima,Optima,NA,124103.2564,232000,Optima,NA,at.1900 - 2000,g.1500 - 2000
11 - optima,SSF_Iberia,Optima,Optima,Optima,NA,68837.32558,134000,Optima,NA,au.2000 - 2100,h.2000 - 2500
11 - optima,SSF_Iberia,Optima,Optima,Optima,NA,51999.11111,105000,Optima,NA,av.2100 - 2200,h.2000 - 2500
11 - optima,SSF_Iberia,Optima,Optima,Optima,NA,42127.48936,91000,Optima,NA,aw.2200 - 2300,h.2000 - 2500
11 - optima,SSF_Iberia,Optima,Optima,Optima,NA,32653.44898,76000,Optima,NA,ax.2300 - 2400,h.2000 - 2500
11 - optima,SSF_Iberia,Optima,Optima,Optima,NA,24705.52941,57000,Optima,NA,ay.2400 - 2500,h.2000 - 2500
11 - optima,SSF_Iberia,Optima,Optima,Optima,NA,19244.62264,47000,Optima,NA,az.2500 - 2600,i.2500 - 3000
11 - optima,SSF_Iberia,Optima,Optima,Optima,NA,15999.36364,42000,Optima,NA,ba.2600 - 2700,i.2500 - 3000
11 - optima,SSF_Iberia,Optima,Optima,Optima,NA,12983.80702,35000,Optima,NA,bb.2700 - 2800,i.2500 - 3000
11 - optima,SSF_Iberia,Optima,Optima,Optima,NA,11525.57627,32000,Optima,NA,bc.2800 - 2900,i.2500 - 3000
11 - optima,SSF_Iberia,Optima,Optima,Optima,NA,10158.50794,32000,Optima,NA,bd.2900 - 3000,i.2500 - 3000
11 - optima,SSF_Iberia,Optima,Optima,Optima,NA,15998.92308,46000,Optima,NA,be.3000 - 3100,j.3000
11 - optima,SSF_Iberia,Optima,Optima,Optima,NA,10746.26866,36000,Optima,NA,bf.3100 - 3200,j.3000
11 - optima,SSF_Iberia,Optima,Optima,Optima,NA,4057.971014,14000,Optima,NA,bg.3200 - 3300,j.3000
11 - optima,SSF_Iberia,Optima,Optima,Optima,NA,1126.760563,4000,Optima,NA,bh.3300 - 3400,j.3000
