Granja,FechaFin,Gen,Talla,Biomasa,Num
SSF_Iberia,2024-08-31,23 2,g.1500 - 2000,4396.40625,2490.0
SSF_Iberia,2024-08-31,23 2,f.1000 - 1500,4354.5881066894535,2985.0
SSF_Iberia,2024-08-31,23 2,g.1500 - 2000,3948.242739257813,2502.0
SSF_Iberia,2024-08-31,23 2,g.1500 - 2000,4422.9295242919925,2379.0
SSF_Iberia,2024-08-31,23 2,g.1500 - 2000,4707.62907836914,2503.0
SSF_Iberia,2024-08-31,23 2,g.1500 - 2000,4290.93,2502.0
SSF_Iberia,2024-08-31,23 2,g.1500 - 2000,4459.993125,2933.0
SSF_Iberia,2024-08-31,23 2,f.1000 - 1500,4115.351919555664,2995.0
SSF_Iberia,2024-08-31,23 2,g.1500 - 2000,2210.24625,1273.0
SSF_Iberia,2024-08-31,23 2,f.1000 - 1500,4013.689724853516,2993.0
SSF_Iberia,2024-08-31,23 4,f.1000 - 1500,1545.3558515625,1392.0
SSF_Iberia,2024-08-31,23 3,g.1500 - 2000,4357.12,2368.0
SSF_Iberia,2024-08-31,23 2,g.1500 - 2000,1310.319,738.0
SSF_Iberia,2024-08-31,23 2,d.600 - 800,1068.6975,1356.0
SSF_Iberia,2024-08-31,23 3,f.1000 - 1500,3721.366,2773.0
SSF_Iberia,2024-08-31,23 2,f.1000 - 1500,1888.12375,1279.0
SSF_Iberia,2024-08-31,23 3,f.1000 - 1500,2088.0,1800.0
SSF_Iberia,2024-08-31,23 3,f.1000 - 1500,3090.608280029297,2895.0
SSF_Iberia,2024-08-31,23 3,f.1000 - 1500,3303.7543385009767,3027.0
SSF_Iberia,2024-08-31,23 3,f.1000 - 1500,3494.987942749024,3283.0
SSF_Iberia,2024-08-31,23 3,f.1000 - 1500,4296.475216796875,3098.0
SSF_Iberia,2024-08-31,23 3,f.1000 - 1500,3961.150138549805,2951.0
SSF_Iberia,2024-08-31,23 3,f.1000 - 1500,3624.183219604492,2795.0
