FARM,DATA,TYPE,YearClass,Gen,a_Aug-2024,b_Sep-2024,c_Oct-2024,d_Nov-2024,e_Dec-2024,f_Jan-2025,g_Feb-2025,h_Mar-2025,i_Apr-2025,j_May-2025,k_Jun-2025,l_Jul-2025,m_Aug-2025,n_Sep-2025,o_Oct-2025,p_Nov-2025,q_Dec-2025,r_Jan-2026
Consolidado,growth,biomass,2023,23 2,35236.29718680534,5666.735289356642,2557.592500456114,1404.5523986856642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,growth,biomass,2023,23 3,127616.79328166628,136881.5781511741,77981.59157404437,42953.329239845974,12068.522860180587,4215.033279143638,1261.5439315514086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,growth,biomass,2023,23 4,125260.14359147358,152017.0012899607,146399.14041698893,132852.821116713,74440.6781023342,39439.23152724933,17574.69867355333,3636.4573014647467,468.3287508680296,794.4583473807343,740.8559853024963,859.2988538300615,873.3540923778255,854.2624766435438,893.1992547921109,868.4669285517848,902.9823519151505,904.1945386132829
Consolidado,growth,biomass,2024,24 1,103748.9149975032,140666.42763302347,161858.23557760546,160861.39772127522,158791.4643535454,131719.19561567303,123391.71078133296,112866.23717120566,88618.12441937876,87894.41632851795,101264.39411997213,118313.71843546443,121257.5198419264,119540.4936730538,125890.93674897356,123281.26295365184,129038.05020009866,130084.71609296184
Consolidado,growth,biomass,2024,24 2,57657.08505005522,90063.95755004478,144165.6623984831,146524.2666970477,162359.20548762643,147229.77586154384,144721.6527532199,143181.45195135966,145307.3187119005,139146.70008794894,187077.1890887185,193015.5571421755,199868.79831538396,198906.8640934988,211250.67730062082,208571.96454769652,219950.35002246313,223379.81016761716
Consolidado,growth,biomass,2024,24 3,28754.573419778746,54205.63593345482,87465.63154019194,130652.57434698424,166509.30284288147,181362.6421684299,205958.46460165677,227736.25889478522,258200.60342562295,269176.63640424516,257407.66154916398,297629.28719263966,307263.1236204761,317014.6128940219,346537.33157603955,346484.54846124444,369500.63417729456,379323.45781299425
Consolidado,growth,biomass,2024,24 4,0.0,0.0,9161.666228006232,17454.63168235631,34624.98815084655,32707.157266673566,42637.03519784384,53749.77671920956,69401.89379260264,78368.04921225077,81917.04430717882,102821.90556210093,112104.60489103227,114771.20963552012,122367.71750425443,122870.31965227623,133056.72698367655,141877.53362992778
Consolidado,growth,biomass,2025,25 1,0.0,0.0,0.0,0.0,0.0,12361.111821913597,19328.37828028186,27447.8818284444,29626.1447252988,37741.832572412735,43787.058609460335,59880.21963255998,71090.69763599723,78809.92074940709,90664.3622357357,94909.65366110945,103493.16762222478,106076.19823927816
Consolidado,growth,biomass,2025,25 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12267.567491749494,17485.238353479857,13703.771624425855,20730.50097293943,27386.84344419076,33316.22700653234,41477.58564562688,46734.64583147224,54533.80473083921,59951.4438942984
Consolidado,growth,biomass,TOTAL,TOTAL,489203.26358418877,586972.0796536654,632590.0504484491,633565.3253483812,610056.8889809825,549773.5716478787,555577.447627351,569297.7653695773,604595.4991247092,631265.4987834941,686492.7920028993,793921.4363251497,840505.059526714,863788.2886280903,939475.9189258423,943738.2785657558,1010493.1500347952,1041614.8057559202
Consolidado,harvests,avweight,2022,22 3,4051.634040937406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,harvests,avweight,2022,22 4,2949.2486389700803,3565.03486472978,3724.5265379274338,3798.0389066446246,0.0,4728.95959860393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,harvests,avweight,2023,23 1,2324.1919346524396,2756.936391307983,3304.766959849373,3619.622045703339,3653.914439104073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,harvests,avweight,2023,23 2,1823.2428520703147,1998.0002978308323,2189.274755365734,2656.542070833397,3107.4194114727384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,harvests,avweight,2023,23 3,1237.3708966665638,1301.3630346641835,1541.488442702184,1594.6717829346408,1899.4137547865942,1982.566696658012,2352.7525832142733,3385.968148074393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,harvests,avweight,2023,23 4,771.3555992272383,784.7946889512986,1015.4178727813232,1294.5009803598462,1528.5574286071494,1641.3050274249408,1555.7253318236153,1455.3710581212977,1199.2519485564123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,harvests,avweight,2024,24 1,594.9000244140625,672.5242291296634,877.6103953024464,985.0908662729231,920.4589797859602,851.2228455257668,1587.7627707417494,1795.1618860204926,1684.3338392470548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,harvests,avweight,2024,24 2,0.0,0.0,442.4184719398149,552.4711085116621,613.6960404754631,780.9406897578651,1060.9573228870445,1640.2832356309686,1811.7116471736294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,harvests,avweight,2024,24 3,0.0,0.0,0.0,0.0,0.0,0.0,439.55867900211837,616.3040787039625,1019.4098786982937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,harvests,avweight,2024,24 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,harvests,avweight,2025,25 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,harvests,avweight,2025,25 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,harvests,avweight,TOTAL,TOTAL,1711.559748307388,1735.2406750272028,1726.7322685368563,1635.896407428729,1673.009159439892,1644.5855138091904,1604.7741333365725,1600.3888642023371,1611.176730070891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,harvests,biomass,2022,22 3,20335.151251464842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,harvests,biomass,2022,22 4,74580.59958227539,74170.55036070307,68795.72968205763,5427.397597595169,0.0,4998.510295724354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,harvests,biomass,2023,23 1,33412.583252563476,13318.759706408866,9980.396218745107,46570.05724001916,3182.5594764596476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,harvests,biomass,2023,23 2,354628.0276990845,256325.4562090153,81204.57922602582,20617.423011737992,35483.6222596072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,harvests,biomass,2023,23 3,125285.04065838624,186148.26984139948,320113.1974537491,397374.6669177002,463662.0928534459,88626.67904070311,49031.36383418545,24561.812946131646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,harvests,biomass,2023,23 4,20130.838428632465,7537.168192688271,13987.381197562729,46108.83041943736,434023.18195099983,343825.5010600589,278498.1702764045,203472.51689382238,51181.674660490564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,harvests,biomass,2024,24 1,545.5233223876953,3495.78094301599,7910.780103256251,14634.509909350545,24505.379418841618,9901.42413915572,29046.532127949566,108682.69090345266,353353.02746796113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,harvests,biomass,2024,24 2,0.0,0.0,999.8657465839816,2260.1593049212097,7137.898646770112,7643.847471349984,7502.029230134292,8570.479906171811,31333.55293786792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,harvests,biomass,2024,24 3,0.0,0.0,0.0,0.0,0.0,0.0,999.9959947298192,2929.909590158638,2128.5278267220374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,harvests,biomass,2024,24 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,harvests,biomass,2025,25 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,harvests,biomass,2025,25 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,harvests,biomass,TOTAL,TOTAL,628917.7641947946,540995.985253231,502991.92962798063,532993.0444007616,967994.7346061243,454995.9620069921,365078.0914634036,348217.41023973713,437996.7828930417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,harvests,number,2022,22 3,5019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,harvests,number,2022,22 4,25288.0,20805.0,18471.0,1429.0,0.0,1057.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,harvests,number,2023,23 1,14376.0,4831.0,3020.0,12866.0,871.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,harvests,number,2023,23 2,194504.0,128291.0,37092.0,7761.0,11419.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,harvests,number,2023,23 3,101251.0,143041.0,207665.0,249189.0,244108.0,44703.0,20840.0,7254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,harvests,number,2023,23 4,26098.0,9604.0,13775.0,35619.0,283943.0,209483.0,179015.0,139808.0,42678.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,harvests,number,2024,24 1,917.0,5198.0,9014.0,14856.0,26623.0,11632.0,18294.0,60542.0,209788.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,harvests,number,2024,24 2,0.0,0.0,2260.0,4091.0,11631.0,9788.0,7071.0,5225.0,17295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,harvests,number,2024,24 3,0.0,0.0,0.0,0.0,0.0,0.0,2275.0,4754.0,2088.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,harvests,number,2024,24 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,harvests,number,2025,25 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,harvests,number,2025,25 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,harvests,number,TOTAL,TOTAL,367453.0,311770.0,291297.0,325811.0,578595.0,276663.0,227495.0,217583.0,271849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,initial,avweight,2022,22 3,4051.634040937406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,initial,avweight,2022,22 4,3177.0154991322956,3517.816532703531,3723.2734446925924,4020.031399894661,4471.84456623296,4840.563956898227,5288.473372272592,5591.771252933921,5884.0142103494345,6186.761598399281,6468.601329142664,6722.798542371265,7008.973979073431,7289.886824868719,7500.3463299934365,7507.846676323432,7515.354522999755,7522.869877522755
Consolidado,initial,avweight,2023,23 1,2839.0227446752997,3254.653887660165,3497.2055910444205,3665.8249540737656,4057.7977629086026,4701.235702987206,5025.369941064568,5334.396973970636,5633.1739777137645,5943.695351041959,6233.768242309236,6496.26307115296,6792.725812795815,7084.830751645792,7361.8312837309495,7642.840603190047,7650.483443793236,7658.133927237031
Consolidado,initial,avweight,2023,23 2,1855.2696046774272,2080.602290371786,2369.623962152211,2851.746239450444,3107.4194114727384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,initial,avweight,2023,23 3,1219.058867000846,1361.5323729084248,1553.6500475307594,1698.8491266841795,1918.8560380643864,2152.65304213922,2574.6292037006365,3385.968148074393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,initial,avweight,2023,23 4,732.351799484174,868.5155900661471,1039.490360591218,1206.3490029194147,1359.944774459879,1409.139355305849,1387.2580680347605,1325.6681871514343,1066.4451329982053,659.9460597853129,722.6994837490361,781.2189138677165,849.0940208053202,918.0793361590188,985.556624993422,1056.109488721077,1124.7087721769842,1196.0343923914509
Consolidado,initial,avweight,2024,24 1,333.0789815737771,435.8485702686069,575.114702993781,736.4646192315239,900.902683055102,1073.7057713760455,1223.5588871684974,1356.965916804659,1462.8777886474466,1532.4611891122731,1671.8608543550133,1832.4651706584705,2020.1095448116937,2212.422758553863,2402.0127859646136,2601.674552581386,2797.1974026587845,3001.850459733963
Consolidado,initial,avweight,2024,24 2,127.29044984524165,188.02129118891318,282.30959194677996,433.1838275810055,587.1832382649311,760.8210776084779,921.6640124066155,1082.580640235498,1241.2992743646262,1397.6962184111264,1554.822750431652,1766.0731065168427,1984.0291565028695,2209.7239887810083,2434.3325905684414,2672.8800105953183,2908.402588172606,3156.7738085744295
Consolidado,initial,avweight,2024,24 3,35.88988427972393,54.494014693363084,80.1128491361657,146.02827936452897,245.06031606418287,371.6519931887813,508.79537935037035,665.0940905700373,839.5088810600639,1040.3347043072401,1246.4357610912066,1443.525641469605,1671.4121008580776,1906.674920599308,2149.4041842018732,2414.7381716050654,2680.0317444467078,2962.9480933675654
Consolidado,initial,avweight,2024,24 4,0.0,0.0,0.0,40.19067898491471,49.940985468496486,67.08028989513075,103.1635252179786,150.4866861597317,210.58861532369215,287.3754864465341,374.0825914859508,464.716336190046,578.4794048837654,702.5129344841109,829.496819235606,964.8855476999154,1100.8303596405856,1248.0455030407754
Consolidado,initial,avweight,2025,25 1,0.0,0.0,0.0,0.0,0.0,0.0,38.03419022127261,48.38090091938238,61.92394966559147,93.26347954393346,132.93711261068137,178.97295405540706,241.90552946025286,316.6200297913069,399.44723568076444,494.73315560464835,594.480767960228,703.2494333932872
Consolidado,initial,avweight,2025,25 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.17444694469543,47.22667594480849,68.9786943962781,101.905603146365,145.41359700512808,198.31765864015088,264.18144168611036,338.3931038612538,424.9893371654314
Consolidado,initial,avweight,TOTAL,TOTAL,681.6563053135724,664.8900499932433,667.9053565187462,703.5958385140291,728.4777977307627,685.5189061165825,699.6474299163169,725.3680202973987,759.3522867042852,785.5822806421518,859.9255652765876,988.9264737125998,1138.1204234145473,1296.0716375790073,1458.3719608740776,1634.8935083145607,1812.2159260107135,2002.0811593059912
Consolidado,initial,biomass,2022,22 3,20335.151251464842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,initial,biomass,2022,22 4,215932.21242952475,150136.891799254,81442.88332920577,13680.16685384153,8827.421173743862,9555.2732509171,4849.530082373967,5127.654238940405,5395.6410308904315,5673.260385732141,5931.707418823824,6164.8062633544505,6427.229138810337,6684.826218404614,6877.817584603981,6884.695402188587,6891.580097590775,6898.471677688366
Consolidado,initial,biomass,2023,23 1,106014.78733166504,74746.38118400334,63421.82339359057,55408.94418082497,9125.987168781448,6478.302798716371,6924.959778786974,7350.799030131537,7762.513741289567,8190.4121937358195,8590.132637902127,8951.850512048779,9360.376170032632,9762.896775767902,10144.603508981249,10531.834351195885,10542.36618554708,10552.908551732628
Consolidado,initial,biomass,2023,23 2,703393.931030167,384002.2005178879,133343.47959822923,54696.492872659524,35483.6222596072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,initial,biomass,2023,23 3,1251824.7312280948,1254156.4838513748,1204889.7921611494,962758.1862814447,608336.8486035905,156743.27861032516,72331.63284876569,24561.812946131646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,initial,biomass,2023,23 4,715031.6794263732,820160.9845892143,964640.8176864868,1097052.576905913,1183796.5676031886,824214.0637545229,519827.7942217134,258904.32261886224,59068.263026504595,8354.917116882061,9149.375464262796,9890.231449565292,10749.530303395353,11622.884395773179,12477.146872416723,13370.346127208833,14238.813055760618,15141.795407675769
Consolidado,initial,biomass,2024,24 1,335802.90148508747,439006.293160203,576176.9398502104,730124.3953245596,876351.2831364843,1010637.3680711881,1132455.1395477054,1226800.3182010888,1230983.8644688418,966248.9614202594,1054143.3777487774,1155407.7718687495,1273721.490304214,1394979.0101461404,1514519.5038191942,1640410.4405681677,1763691.7035218196,1892729.7537219182
Consolidado,initial,biomass,2024,24 2,121996.69461707775,179653.77966713297,269717.73721717775,412883.53386907687,557147.6412612033,712368.9481020597,851954.8764922535,989174.5000153391,1123785.472060527,1237759.2378345595,1376905.9379225085,1563983.127011227,1756998.6841534025,1956867.4824687866,2155774.3465622854,2367025.0238629063,2575596.988410603,2795547.338433066
Consolidado,initial,biomass,2024,24 3,23933.56412066098,52688.137540439726,106893.77347389454,194359.4050140865,325011.9793610707,491521.2822039522,672883.9243723821,877842.3929793091,1102648.7422839357,1358720.8178828366,1627897.4542870817,1885305.1158362457,2182934.4030288854,2490197.5266493615,2807212.1395433834,3153749.471119423,3500234.0195806674,3869734.653757962
Consolidado,initial,biomass,2024,24 4,0.0,0.0,0.0,9161.666228006234,26616.297910362544,61241.286061209095,93948.44332788266,136585.4785257265,190335.25524493607,259737.1490375387,338105.1982497895,420022.2425569683,522844.1481190692,634948.7530101015,749719.9626456216,872087.680149876,994957.9998021523,1128014.7267858288
Consolidado,initial,biomass,2025,25 1,0.0,0.0,0.0,0.0,0.0,0.0,12361.111821913597,31689.490102195457,59137.371930639856,88763.51665593866,126505.34922835138,170292.4078378117,230172.6274703717,301263.3251063689,380073.245855776,470737.6080915117,565647.2617526212,669140.4293748459
Consolidado,initial,biomass,2025,25 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12267.567491749493,29752.805845229348,43456.5774696552,64187.07844259463,91573.92188678539,124890.14889331773,166367.7345389446,213102.38037041685,267636.18510125607
Consolidado,initial,biomass,TOTAL,TOTAL,3494265.6529201157,3354551.1523095104,3400527.2467099447,3530125.367530413,3630697.6484780326,3272759.8028528905,3367537.412493777,3558036.768657725,3779117.123787565,3945715.8400192326,4576981.338802726,5263474.130805626,6057395.567130776,6897900.62665749,7761688.915285581,8701164.834211422,9644903.11277718,10655396.262811974
Consolidado,initial,number,2022,22 3,5019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,initial,number,2022,22 4,67967.0,42679.0,21874.0,3403.0,1974.0,1974.0,917.0,917.0,917.0,917.0,917.0,917.0,917.0,917.0,917.0,917.0,917.0,917.0
Consolidado,initial,number,2023,23 1,37342.0,22966.0,18135.0,15115.0,2249.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0
Consolidado,initial,number,2023,23 2,379133.0,184563.0,56272.0,19180.0,11419.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,initial,number,2023,23 3,1026878.0,921136.0,775522.0,566712.0,317031.0,72814.0,28094.0,7254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,initial,number,2023,23 4,976350.0,944325.0,927994.0,909399.0,870474.0,584906.0,374716.0,195301.0,55388.0,12660.0,12660.0,12660.0,12660.0,12660.0,12660.0,12660.0,12660.0,12660.0
Consolidado,initial,number,2024,24 1,1008178.0,1007245.0,1001847.0,991391.0,972748.0,941261.0,925542.0,904076.0,841481.0,630521.0,630521.0,630521.0,630521.0,630521.0,630521.0,630521.0,630521.0,630521.0
Consolidado,initial,number,2024,24 2,958412.0,955497.0,955397.0,953137.0,948848.0,936316.0,924366.0,913719.0,905330.0,885571.0,885571.0,885571.0,885571.0,885571.0,885571.0,885571.0,885571.0,885571.0
Consolidado,initial,number,2024,24 3,666861.0,966861.0,1334290.0,1330971.0,1326253.0,1322531.0,1322504.0,1319877.0,1313445.0,1306042.0,1306042.0,1306042.0,1306042.0,1306042.0,1306042.0,1306042.0,1306042.0,1306042.0
Consolidado,initial,number,2024,24 4,0.0,0.0,0.0,227955.0,532955.0,912955.0,910675.0,907625.0,903825.0,903825.0,903825.0,903825.0,903825.0,903825.0,903825.0,903825.0,903825.0,903825.0
Consolidado,initial,number,2025,25 1,0.0,0.0,0.0,0.0,0.0,0.0,325000.0,655000.0,955000.0,951750.0,951618.0,951498.0,951498.0,951498.0,951498.0,951498.0,951498.0,951498.0
Consolidado,initial,number,2025,25 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330000.0,630000.0,630000.0,629868.0,629748.0,629748.0,629748.0,629748.0,629748.0
Consolidado,initial,number,TOTAL,TOTAL,5126140.0,5045272.0,5091331.0,5017263.0,4983951.0,4774135.0,4813192.0,4905147.0,4976764.0,5022664.0,5322532.0,5322412.0,5322280.0,5322160.0,5322160.0,5322160.0,5322160.0,5322160.0
Consolidado,inputs,avweight,2022,22 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,inputs,avweight,2022,22 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,inputs,avweight,2023,23 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,inputs,avweight,2023,23 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,inputs,avweight,2023,23 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,inputs,avweight,2023,23 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,inputs,avweight,2024,24 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,inputs,avweight,2024,24 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,inputs,avweight,2024,24 3,20.500000000000004,20.50000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,inputs,avweight,2024,24 4,0.0,0.0,20.5,20.500000000000007,20.50000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,inputs,avweight,2025,25 1,0.0,0.0,0.0,0.0,0.0,20.50000000000001,20.50000000000001,20.500000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,inputs,avweight,2025,25 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.50000000000001,20.500000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,inputs,avweight,TOTAL,TOTAL,20.500000000000004,20.50000000000001,20.5,20.500000000000007,20.50000000000001,20.50000000000001,20.50000000000001,20.500000000000004,20.50000000000001,20.500000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,inputs,biomass,2022,22 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,inputs,biomass,2022,22 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,inputs,biomass,2023,23 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,inputs,biomass,2023,23 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,inputs,biomass,2023,23 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,inputs,biomass,2023,23 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,inputs,biomass,2024,24 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,inputs,biomass,2024,24 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,inputs,biomass,2024,24 3,6150.000000000002,7627.086500000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,inputs,biomass,2024,24 4,0.0,0.0,4673.0775,6252.500000000003,7790.000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,inputs,biomass,2025,25 1,0.0,0.0,0.0,0.0,0.0,6662.500000000004,6765.000000000004,6150.000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,inputs,biomass,2025,25 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6765.000000000004,6150.000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,inputs,biomass,TOTAL,TOTAL,6150.000000000002,7627.086500000004,4673.0775,6252.500000000003,7790.000000000004,6662.500000000004,6765.000000000004,6150.000000000002,6765.000000000004,6150.000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,inputs,number,2022,22 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,inputs,number,2022,22 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consolidado,inputs,number,2023,23 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
